time,1min,2min,5min,1min%,2min%,5min%,%1min corrected,log(%1min),slope,Indicator
2020-06-26T09:48:00+0530,0.732675,,,,,,,,,
2020-06-26T09:49:00+0530,0.793673,,,8.325445,,,8.325444594,0.920407435,0,0
2020-06-26T09:50:00+0530,0.95071,,,19.78605,,,19.78604794,1.296359057,0,0
2020-06-26T09:51:00+0530,0.82569,,,-13.1501,,,-13.15011639,1.118929597,0,0
2020-06-26T09:52:00+0530,1.259268,,,52.5109,,,52.51089868,1.720249451,0,0
2020-06-26T09:53:00+0530,1.647221,,,30.80788,,,30.80787742,1.488661778,0,0
2020-06-26T09:54:00+0530,2.081405,,,26.35854,,,26.35853558,1.420921278,0,0
2020-06-26T09:55:00+0530,2.574495,,,23.69028,,,23.69028371,1.374570262,0,0
2020-06-26T09:56:00+0530,2.30698,,,-10.391,,,-10.39099771,1.016657249,0,0
2020-06-26T09:57:00+0530,1.73104,,,-24.9651,,,-24.96508542,1.397333056,0,0
2020-06-26T09:58:00+0530,1.530483,,,-11.5859,,,-11.58592312,1.063930642,0,0
2020-06-26T09:59:00+0530,1.093601,,,-28.5453,,,-28.54534806,1.455535343,0,0
2020-06-26T10:00:00+0530,0.880003,,,-19.5317,,,-19.53169325,1.290739895,0,0
2020-06-26T10:01:00+0530,0.837881,,,-4.78656,,,-4.786555785,0.680023125,0,0
2020-06-26T10:02:00+0530,0.826955,,,-1.30402,,,-1.304017298,0.115283353,0,0
2020-06-26T10:03:00+0530,0.802361,,,-2.97406,,,-2.974057963,0.473349428,0,0
2020-06-26T10:04:00+0530,0.854814,,,6.537388,,,6.537387546,0.815404231,0,0
2020-06-26T10:05:00+0530,1.049779,,,22.80785,,,22.80785227,1.358084391,0,0
2020-06-26T10:06:00+0530,1.433135,,,36.51778,,,36.5177834,1.562504408,0,0
2020-06-26T10:07:00+0530,1.572974,,,9.75761,,,9.75761012,0.989343461,0,0
2020-06-26T10:08:00+0530,1.290805,,,-17.9386,,,-17.93855506,1.253787458,0,0
2020-06-26T10:09:00+0530,1.234612,,,-4.35336,,,-4.35335979,0.638824562,0,0
2020-06-26T10:10:00+0530,0.886227,,,-28.2181,,,-28.21814941,1.450528529,0,0
2020-06-26T10:11:00+0530,0.536872,,,-39.4205,,,-39.42053333,1.595722496,0,0
2020-06-26T10:12:00+0530,0.245479,,,-54.276,,,-54.27598208,1.73460769,0,0
2020-06-26T10:13:00+0530,-0.1927,,,-178.5,,,-178.5002517,2.251638833,2.3,-2.3
2020-06-26T10:14:00+0530,-0.50803,,,163.6327,,,-163.632668,2.213870012,2.2,-2.2
2020-06-26T10:15:00+0530,-1.07327,,,111.2634,,,-111.2633789,2.046352245,2,-2
2020-06-26T10:16:00+0530,-1.41847,,,32.16335,,,-32.1633528,1.507361314,0,0
2020-06-26T10:17:00+0530,-1.72568,,,21.65741,,,-21.6574053,1.335606424,0,0
2020-06-26T10:18:00+0530,-2.61444,,,51.50243,,,-51.50243236,1.71182774,0,0
2020-06-26T10:19:00+0530,-2.31545,,,-11.4361,,,11.43605346,1.058276177,0,0
2020-06-26T10:20:00+0530,-2.27476,-1.93629,,-1.75728,,,1.757275441,0.244839839,0,0
2020-06-26T10:21:00+0530,-2.69924,,,18.66048,0,,-18.66048253,1.27092287,0,0
2020-06-26T10:22:00+0530,-2.05628,-1.6895,,-23.82,-12.7455,,23.82003808,1.376942451,0,0
2020-06-26T10:23:00+0530,-1.32531,,,-35.5482,0,,35.5482238,1.550817906,0,0
2020-06-26T10:24:00+0530,-0.82336,-1.32809,,-37.874,-21.3916,,37.87403892,1.578341621,0,0
2020-06-26T10:25:00+0530,-0.33304,,,-59.5507,0,,59.55074547,1.774887202,0,0
2020-06-26T10:26:00+0530,-0.37593,-1.31759,,12.87648,-0.79053,,-12.87648133,1.109797203,0,0
2020-06-26T10:27:00+0530,-0.28085,,,-25.2919,0,,25.29187737,1.402981067,0,0
2020-06-26T10:28:00+0530,0.014422,-0.97416,,-105.135,-26.0653,,105.1351129,2.021747786,2,2
2020-06-26T10:29:00+0530,0.260113,,,1703.598,0,,1703.598076,3.231367141,3.2,3.2
2020-06-26T10:30:00+0530,0.783536,-0.12512,,201.2288,-87.1557,,201.2287732,2.303690079,2.3,2.3
2020-06-26T10:31:00+0530,1.470956,,,87.73307,0,,87.73306635,1.943163309,0,0
2020-06-26T10:32:00+0530,1.8293,0.628041,,24.36127,-601.937,,24.36127042,1.386699933,0,0
2020-06-26T10:33:00+0530,2.019057,,,10.37322,0,,10.37321928,1.015913559,0,0
2020-06-26T10:34:00+0530,2.047117,0.994619,,1.389754,58.3685,,1.389753532,0.142937786,0,0
2020-06-26T10:35:00+0530,1.731566,,,-15.4144,0,,-15.41440822,1.187926856,0,0
2020-06-26T10:36:00+0530,1.331304,0.964987,,-23.1156,-2.97923,,-23.11559663,1.363905107,0,0
2020-06-26T10:37:00+0530,1.026721,,,-22.8785,0,,-22.87851565,1.359427844,0,0
2020-06-26T10:38:00+0530,0.81169,0.849107,,-20.9435,-12.0084,,-20.94353115,1.321049907,0,0
2020-06-26T10:39:00+0530,0.429275,,,-47.1135,0,,-47.11346076,1.673145007,0,0
2020-06-26T10:40:00+0530,0.423693,0.992824,,-1.30017,16.92562,,-1.300173746,0.114001392,0,0
2020-06-26T10:41:00+0530,0.567477,,,33.93584,0,,33.93583815,1.53065858,0,0
2020-06-26T10:42:00+0530,0.732232,1.070879,,29.03282,7.86187,,29.03282117,1.462889239,0,0
2020-06-26T10:43:00+0530,0.44991,,,-38.5563,0,,-38.55629271,1.586095269,0,0
2020-06-26T10:44:00+0530,0.315959,0.930533,,-29.7728,-13.1057,,-29.77280371,1.473819734,0,0
2020-06-26T10:45:00+0530,0.108998,,,-65.5024,0,,-65.50241661,1.816257323,0,0
2020-06-26T10:46:00+0530,-0.5958,0.299559,,-646.615,-67.8077,,-646.6148511,2.810645675,2.8,-2.8
2020-06-26T10:47:00+0530,-0.80214,,,34.63181,0,,-34.63181454,1.539475247,0,0
2020-06-26T10:48:00+0530,-0.92272,0.106627,,15.0325,-64.4055,,-15.03250153,1.177031257,0,0
2020-06-26T10:49:00+0530,-0.69076,,,-25.139,0,,25.13904819,1.40034883,0,0
2020-06-26T10:50:00+0530,-0.90892,-0.12895,,31.58384,-220.931,,-31.58384183,1.499464956,0,0
2020-06-26T10:51:00+0530,-0.7001,,,-22.9745,0,,22.97445852,1.361245284,0,0
2020-06-26T10:52:00+0530,-0.41808,-0.00048,,-40.2834,-99.6278,,40.28343932,1.605126543,0,0
2020-06-26T10:53:00+0530,-0.21887,,,-47.6482,0,,47.64816905,1.678046217,0,0
2020-06-26T10:54:00+0530,0.157798,0.349423,,-172.096,-72909.3,,172.09612,2.235771079,2.2,2.2
2020-06-26T10:55:00+0530,0.43733,,,177.1457,0,,177.1457209,2.248330666,2.2,2.2
2020-06-26T10:56:00+0530,0.886026,0.694537,,102.599,98.76645,,102.5990057,2.011143152,2,2
2020-06-26T10:57:00+0530,0.754697,,,-14.8222,0,,-14.82223675,1.170913746,0,0
2020-06-26T10:58:00+0530,0.5745,0.851047,,-23.8768,22.53451,,-23.87675934,1.377975382,0,0
2020-06-26T10:59:00+0530,0.847251,,,47.47634,0,,47.47634172,1.676477247,0,0
2020-06-26T11:00:00+0530,1.400437,1.608317,,65.29177,88.98104,,65.29176628,1.814858417,0,0
2020-06-26T11:01:00+0530,1.781304,,,27.19635,0,,27.19635026,1.434510626,0,0
2020-06-26T11:02:00+0530,2.010996,2.172274,,12.89456,35.06499,,12.89455737,1.110406439,0,0
2020-06-26T11:03:00+0530,2.068682,,,2.868522,0,,2.86852224,0.457658221,0,0
2020-06-26T11:04:00+0530,1.806602,2.334852,,-12.6689,7.484246,,-12.66890421,1.102739052,0,0
2020-06-26T11:05:00+0530,1.676001,,,-7.22913,0,,-7.229132003,0.859086155,0,0
2020-06-26T11:06:00+0530,1.180918,1.986312,,-29.5395,-14.9277,,-29.53949736,1.470403101,0,0
2020-06-26T11:07:00+0530,0.576375,,,-51.1927,0,,-51.19265409,1.709207646,0,0
2020-06-26T11:08:00+0530,0.0389,1.572069,,-93.2509,-20.8549,,-93.25094798,1.969653256,0,0
2020-06-26T11:09:00+0530,-0.09979,,,-356.532,0,,-356.5317519,2.552098213,2.6,-2.6
2020-06-26T11:10:00+0530,-0.14377,1.500132,,44.06928,-4.57593,,-44.06927851,1.64413594,0,0
2020-06-26T11:11:00+0530,0.001889,,,-101.314,0,,101.3135992,2.005667744,2,2
2020-06-26T11:12:00+0530,0.35768,1.714893,,18839.64,14.31616,,18839.63643,4.275072517,4.3,4.3
2020-06-26T11:13:00+0530,0.452381,,,26.47643,0,,26.47642654,1.422859369,0,0
2020-06-26T11:14:00+0530,0.549748,2.063871,,21.52313,20.34984,,21.52312752,1.332905379,0,0
2020-06-26T11:15:00+0530,1.085961,,,97.53802,0,,97.53801692,1.989173922,0,0
2020-06-26T11:16:00+0530,1.254,2.459617,,15.47382,19.17491,,15.47381672,1.189597448,0,0
2020-06-26T11:17:00+0530,1.485934,,,18.49548,0,,18.49547861,1.267065574,0,0
