datetm,open,high,low,close,volume,amount
2020-06-17T14:47:00+0530,1622.05,1622.8,1620,1621.2,87609,0
2020-06-17T14:48:00+0530,1620.6,1623.85,1620.55,1623.15,46420,0
2020-06-17T14:49:00+0530,1623.1,1623.1,1621.05,1621.5,37694,0
2020-06-17T14:50:00+0530,1621.4,1621.8,1620.1,1621.5,58792,0
2020-06-17T14:51:00+0530,1621.35,1622.95,1621.1,1622.4,49550,0
2020-06-17T14:52:00+0530,1622.35,1622.6,1621,1621.8,44136,0
2020-06-17T14:53:00+0530,1621.35,1622.9,1612.5,1615.25,290070,0
2020-06-17T14:54:00+0530,1615,1616.65,1607.55,1608.75,245814,0
2020-06-17T14:55:00+0530,1609.45,1614.7,1608.8,1611.8,132617,0
2020-06-17T14:56:00+0530,1610.5,1614.05,1610,1613.9,116295,0
2020-06-17T14:57:00+0530,1613.9,1618.1,1613.65,1616.8,106862,0
2020-06-17T14:58:00+0530,1616.65,1616.75,1610.5,1611,90124,0
2020-06-17T14:59:00+0530,1611.1,1613.55,1610,1612,120723,0
2020-06-17T15:00:00+0530,1612.5,1612.5,1606.6,1610.8,185833,0
2020-06-17T15:01:00+0530,1611,1612.95,1608.3,1612.7,98086,0
2020-06-17T15:02:00+0530,1612.7,1617.8,1612.25,1616.75,121493,0
2020-06-17T15:03:00+0530,1616.75,1617,1615.1,1616.2,74894,0
2020-06-17T15:04:00+0530,1617,1619.85,1616.4,1618.4,97985,0
2020-06-17T15:05:00+0530,1618.35,1622.7,1617,1620,119846,0
2020-06-17T15:06:00+0530,1618.85,1620,1618.05,1619.7,60768,0
2020-06-17T15:07:00+0530,1619.55,1619.9,1617.55,1618.65,69008,0
2020-06-17T15:08:00+0530,1618.75,1619,1615.7,1615.7,81590,0
2020-06-17T15:09:00+0530,1615.9,1615.9,1610,1610.25,192919,0
2020-06-17T15:10:00+0530,1611,1613.55,1610.5,1612.5,160595,0
2020-06-17T15:11:00+0530,1612.65,1617.75,1612.35,1614.3,119643,0
2020-06-17T15:12:00+0530,1614.3,1615.5,1612.5,1613.5,62308,0
2020-06-17T15:13:00+0530,1613.8,1615,1613,1615,59607,0
2020-06-17T15:14:00+0530,1615,1615,1611.7,1613,94201,0
2020-06-17T15:15:00+0530,1613.05,1616.85,1613.05,1616.85,85915,0
2020-06-17T15:16:00+0530,1616.85,1618.05,1615.7,1617.45,114698,0
2020-06-17T15:17:00+0530,1617.7,1619.65,1617.4,1618.25,98504,0
2020-06-17T15:18:00+0530,1618.3,1618.5,1616.55,1617.95,61870,0
2020-06-17T15:19:00+0530,1617.3,1618.5,1616.75,1618.4,121827,0
2020-06-17T15:20:00+0530,1618.4,1619.7,1617.6,1619.05,92881,0
2020-06-17T15:21:00+0530,1619.05,1621.3,1617.5,1618.55,171033,0
2020-06-17T15:22:00+0530,1618.6,1618.6,1615.8,1616.75,70110,0
2020-06-17T15:23:00+0530,1617.2,1617.2,1614.95,1616.55,111923,0
2020-06-17T15:24:00+0530,1616.5,1617,1615.2,1616.45,47319,0
2020-06-17T15:25:00+0530,1616.35,1616.5,1614.7,1615,68153,0
2020-06-17T15:26:00+0530,1615.1,1615.1,1613.55,1613.65,64603,0
2020-06-17T15:27:00+0530,1613.6,1614.05,1612.5,1612.55,79251,0
2020-06-17T15:28:00+0530,1612.6,1613.05,1611.25,1612.35,64416,0
2020-06-17T15:29:00+0530,1612,1613.05,1611,1611.05,40045,0
2020-06-18T09:15:00+0530,1607,1614.55,1606.2,1613.1,261202,0
2020-06-18T09:16:00+0530,1613.7,1614.95,1612.25,1612.25,145070,0
2020-06-18T09:17:00+0530,1612.45,1613.25,1610.3,1611.6,135679,0
2020-06-18T09:18:00+0530,1611.8,1613,1611.1,1612,107584,0
2020-06-18T09:19:00+0530,1611.55,1612.85,1610.5,1612.65,72273,0
2020-06-18T09:20:00+0530,1612.55,1613,1610.75,1611.6,76697,0
2020-06-18T09:21:00+0530,1611.65,1614.1,1611.65,1613.1,79635,0
2020-06-18T09:22:00+0530,1613.75,1616.8,1612.25,1615.2,98591,0
2020-06-18T09:23:00+0530,1615.05,1617.65,1614.1,1616.65,78594,0
2020-06-18T09:24:00+0530,1616.85,1619.6,1616.5,1619.6,123307,0
2020-06-18T09:25:00+0530,1619.05,1620,1618.5,1619.45,152358,0
2020-06-18T09:26:00+0530,1619.5,1621.75,1618.5,1620.65,136814,0
2020-06-18T09:27:00+0530,1620.6,1623.9,1619.5,1623.3,147025,0
2020-06-18T09:28:00+0530,1623.25,1625.2,1623,1624.1,171474,0
2020-06-18T09:29:00+0530,1624.15,1627,1624,1626.35,98912,0
2020-06-18T09:30:00+0530,1626.2,1626.9,1624,1625,129517,0
2020-06-18T09:31:00+0530,1625.6,1626,1623.05,1623.4,58021,0
2020-06-18T09:32:00+0530,1623.4,1625.9,1623.05,1625.1,81132,0
2020-06-18T09:33:00+0530,1625.6,1625.6,1623.25,1624.45,54954,0
2020-06-18T09:34:00+0530,1624.55,1625.1,1623.2,1624.05,37787,0
2020-06-18T09:35:00+0530,1624.9,1624.9,1623.45,1624.35,31853,0
2020-06-18T09:36:00+0530,1624.15,1625.55,1623.8,1625.35,51512,0
2020-06-18T09:37:00+0530,1625,1625.3,1622.05,1623,56436,0
2020-06-18T09:38:00+0530,1622.55,1623.15,1621.35,1621.9,47118,0
2020-06-18T09:39:00+0530,1621.8,1623.1,1621.8,1622.55,30337,0
2020-06-18T09:40:00+0530,1622.25,1623.6,1622.25,1622.65,25731,0
2020-06-18T09:41:00+0530,1622.7,1623.85,1622.2,1622.35,25628,0
2020-06-18T09:42:00+0530,1622.9,1623.15,1622,1622.3,22551,0
2020-06-18T09:43:00+0530,1622,1622.9,1621.9,1621.95,30024,0
2020-06-18T09:44:00+0530,1622,1622.85,1621.35,1621.5,37283,0
2020-06-18T09:45:00+0530,1621.5,1622.3,1621.05,1621.05,21837,0
2020-06-18T09:46:00+0530,1620.8,1621.75,1619.55,1619.75,103081,0
2020-06-18T09:47:00+0530,1619.5,1620.85,1619.5,1620.4,28676,0
2020-06-18T09:48:00+0530,1620.05,1620.55,1619.5,1620.15,38370,0
2020-06-18T09:49:00+0530,1620.15,1620.15,1619.05,1619.5,34060,0
2020-06-18T09:50:00+0530,1619.65,1621,1619.35,1621,33177,0
2020-06-18T09:51:00+0530,1620.95,1622.2,1620.55,1621.45,33967,0
2020-06-18T09:52:00+0530,1621.45,1622.7,1621.1,1622.65,15855,0
2020-06-18T09:53:00+0530,1622.5,1624.95,1622.5,1622.85,80073,0
2020-06-18T09:54:00+0530,1622.8,1624.95,1622.8,1624.5,26613,0
2020-06-18T09:55:00+0530,1624.6,1625,1624.15,1624.7,78308,0
2020-06-18T09:56:00+0530,1624.65,1627,1624.6,1626.5,105919,0
2020-06-18T09:57:00+0530,1626.05,1628,1626,1627.15,91139,0
2020-06-18T09:58:00+0530,1627.95,1628.5,1626.5,1626.55,58394,0
2020-06-18T09:59:00+0530,1626.9,1627,1625.4,1626.1,42901,0
2020-06-18T10:00:00+0530,1626.1,1627.9,1626,1627.15,30373,0
2020-06-18T10:01:00+0530,1627.5,1627.9,1626.55,1627,28568,0
2020-06-18T10:02:00+0530,1627.05,1629.5,1627.05,1629.45,72223,0
2020-06-18T10:03:00+0530,1629.9,1630,1628.65,1629.5,123080,0
2020-06-18T10:04:00+0530,1629.4,1629.75,1628.55,1628.8,27755,0
2020-06-18T10:05:00+0530,1628.6,1628.8,1626.7,1627.9,35596,0
2020-06-18T10:06:00+0530,1627.9,1627.9,1625.8,1625.8,32002,0
2020-06-18T10:07:00+0530,1626.8,1627,1625.7,1625.75,34890,0
2020-06-18T10:08:00+0530,1626,1626.7,1625.8,1626.3,15996,0
2020-06-18T10:09:00+0530,1626.3,1627.5,1626.15,1627.5,17734,0
2020-06-18T10:10:00+0530,1627.4,1628.8,1627.4,1628.55,33615,0
2020-06-18T10:11:00+0530,1628.5,1629.6,1628.5,1628.65,36243,0
2020-06-18T10:12:00+0530,1628.6,1629.05,1627.65,1627.85,20944,0
2020-06-18T10:13:00+0530,1628.45,1628.45,1627.8,1628.05,17306,0
2020-06-18T10:14:00+0530,1628.05,1629.2,1627.7,1628.8,30728,0
2020-06-18T10:15:00+0530,1629.15,1629.7,1628.35,1629.6,32558,0
2020-06-18T10:16:00+0530,1629.6,1629.95,1628.9,1629.95,26433,0
2020-06-18T10:17:00+0530,1629.95,1631.8,1629.75,1631,113430,0
2020-06-18T10:18:00+0530,1630.8,1631.6,1630,1630.35,56382,0
2020-06-18T10:19:00+0530,1630.15,1630.9,1629.95,1630.35,37995,0
2020-06-18T10:20:00+0530,1630.35,1630.8,1629.65,1630.4,28213,0
2020-06-18T10:21:00+0530,1630.4,1632,1630.4,1631.45,69899,0
2020-06-18T10:22:00+0530,1631.45,1631.85,1631.05,1631.4,47464,0
2020-06-18T10:23:00+0530,1631.05,1631.5,1630.85,1631.05,30148,0
2020-06-18T10:24:00+0530,1631.2,1631.45,1630.6,1631.25,22908,0
2020-06-18T10:25:00+0530,1631.15,1631.25,1630.2,1630.2,23108,0
2020-06-18T10:26:00+0530,1630.45,1630.45,1628.25,1628.9,45224,0
2020-06-18T10:27:00+0530,1628.6,1628.95,1627.6,1628,24512,0
2020-06-18T10:28:00+0530,1627.7,1628.5,1627.7,1627.95,19927,0
2020-06-18T10:29:00+0530,1628.2,1629.75,1627.85,1629.1,26244,0
2020-06-18T10:30:00+0530,1629.15,1629.25,1627.9,1627.9,23390,0
2020-06-18T10:31:00+0530,1627.85,1628.05,1626.5,1627,26993,0
2020-06-18T10:32:00+0530,1627,1628,1626.25,1626.45,24662,0
2020-06-18T10:33:00+0530,1626.65,1627.5,1626.65,1627.3,13313,0
2020-06-18T10:34:00+0530,1627.2,1628.45,1627.2,1628,20698,0
2020-06-18T10:35:00+0530,1628.15,1628.3,1627.4,1628.1,24335,0
2020-06-18T10:36:00+0530,1628.1,1628.15,1626.5,1627.2,40119,0
2020-06-18T10:37:00+0530,1627.45,1627.55,1626.6,1626.95,17337,0
2020-06-18T10:38:00+0530,1627.5,1627.5,1626.55,1626.8,26887,0
2020-06-18T10:39:00+0530,1626.85,1627.25,1626.6,1627,16666,0
2020-06-18T10:40:00+0530,1626.95,1627.05,1626.35,1626.35,21232,0
2020-06-18T10:41:00+0530,1626.65,1627.8,1626.45,1627.35,37935,0
2020-06-18T10:42:00+0530,1627.5,1627.6,1627.05,1627.15,13885,0
2020-06-18T10:43:00+0530,1627.1,1627.1,1626.05,1626.75,23846,0
2020-06-18T10:44:00+0530,1626.75,1627,1625.1,1625.3,43156,0
2020-06-18T10:45:00+0530,1625.5,1626.75,1625.3,1626.1,39990,0
2020-06-18T10:46:00+0530,1626.05,1626.45,1625.5,1625.85,26280,0
2020-06-18T10:47:00+0530,1625.85,1627.3,1625.8,1626.5,42626,0
2020-06-18T10:48:00+0530,1626.5,1627,1626.5,1626.7,23638,0
2020-06-18T10:49:00+0530,1626.75,1627.4,1626.5,1626.5,29806,0
2020-06-18T10:50:00+0530,1626.5,1626.5,1623.05,1623.9,103104,0
2020-06-18T10:51:00+0530,1623.2,1624.8,1623.2,1624,27230,0
2020-06-18T10:52:00+0530,1624.2,1625,1624,1624.85,29499,0
2020-06-18T10:53:00+0530,1625,1625.5,1624.55,1625,25278,0
2020-06-18T10:54:00+0530,1624.8,1625,1624.75,1625,15220,0
2020-06-18T10:55:00+0530,1624.95,1626.85,1624.85,1625.5,47312,0
2020-06-18T10:56:00+0530,1625,1625.55,1624.05,1624.25,20951,0
2020-06-18T10:57:00+0530,1624.2,1624.9,1624.2,1624.65,9478,0
2020-06-18T10:58:00+0530,1624.55,1624.7,1624.5,1624.6,21076,0
2020-06-18T10:59:00+0530,1624.65,1624.65,1624,1624.35,28075,0
2020-06-18T11:00:00+0530,1624.25,1624.4,1624.25,1624.4,14020,0
2020-06-18T11:01:00+0530,1624.3,1624.95,1624.25,1624.85,18877,0
2020-06-18T11:02:00+0530,1624.85,1626.85,1624.7,1625.5,21418,0
2020-06-18T11:03:00+0530,1625.35,1626.6,1624.7,1625,23575,0
2020-06-18T11:04:00+0530,1624.7,1625.4,1624.7,1625.2,11705,0
2020-06-18T11:05:00+0530,1625.2,1625.2,1624,1624.7,26739,0
2020-06-18T11:06:00+0530,1624.7,1624.9,1624.4,1624.9,8269,0
2020-06-18T11:07:00+0530,1624.85,1625.95,1624.8,1625,19289,0
2020-06-18T11:08:00+0530,1625,1625.45,1624.9,1625.2,15889,0
2020-06-18T11:09:00+0530,1625.1,1625.4,1625,1625.05,14873,0
2020-06-18T11:10:00+0530,1625,1625.75,1625,1625.75,12413,0
2020-06-18T11:11:00+0530,1625.75,1626,1625.3,1625.8,13837,0
2020-06-18T11:12:00+0530,1625.8,1627,1625.8,1626.95,22850,0
2020-06-18T11:13:00+0530,1626.9,1627,1626,1626.2,16506,0
2020-06-18T11:14:00+0530,1626.2,1626.2,1626,1626,11775,0
2020-06-18T11:15:00+0530,1626,1626.25,1625.95,1626.1,11072,0
2020-06-18T11:16:00+0530,1626.1,1626.8,1626.1,1626.75,12333,0
2020-06-18T11:17:00+0530,1626.65,1627.05,1626,1626.8,26904,0
2020-06-18T11:18:00+0530,1626.95,1627.15,1625.2,1625.3,14560,0
2020-06-18T11:19:00+0530,1625.3,1625.4,1625.1,1625.15,12273,0
2020-06-18T11:20:00+0530,1625.15,1625.15,1624.15,1624.25,24340,0
2020-06-18T11:21:00+0530,1624.2,1624.85,1623.25,1623.7,48675,0
2020-06-18T11:22:00+0530,1623.7,1623.75,1621.55,1623,78217,0
2020-06-18T11:23:00+0530,1622.8,1623.2,1622.5,1623.2,19480,0
2020-06-18T11:24:00+0530,1623.2,1623.25,1622.45,1622.75,24320,0
2020-06-18T11:25:00+0530,1622.9,1623,1622.6,1622.85,22575,0
2020-06-18T11:26:00+0530,1622.85,1622.85,1622,1622.5,27795,0
2020-06-18T11:27:00+0530,1622.5,1622.55,1620,1622,111850,0
2020-06-18T11:28:00+0530,1621.4,1622,1621.05,1621.7,45767,0
2020-06-18T11:29:00+0530,1621.75,1622,1621.2,1622,26443,0
2020-06-18T11:30:00+0530,1622,1622,1621.5,1622,16734,0
2020-06-18T11:31:00+0530,1621.75,1623.4,1621.75,1622.8,54291,0
2020-06-18T11:32:00+0530,1622.9,1623.6,1621.75,1622,36499,0
2020-06-18T11:33:00+0530,1622,1622,1621.25,1621.9,21979,0
2020-06-18T11:34:00+0530,1621.8,1622,1621.5,1621.6,8519,0
2020-06-18T11:35:00+0530,1621.6,1623,1621.55,1622.5,21594,0
2020-06-18T11:36:00+0530,1622.5,1622.5,1621.2,1621.45,17877,0
2020-06-18T11:37:00+0530,1621.45,1621.8,1620.9,1620.9,13762,0
2020-06-18T11:38:00+0530,1620.85,1621.45,1620.4,1621.3,25145,0
2020-06-18T11:39:00+0530,1621.3,1622.25,1621.2,1621.6,11833,0
2020-06-18T11:40:00+0530,1621.55,1623,1621.55,1622,17637,0
2020-06-18T11:41:00+0530,1621.75,1622.9,1620.95,1621,30287,0
2020-06-18T11:42:00+0530,1621,1621,1620.55,1620.95,16948,0
2020-06-18T11:43:00+0530,1620.65,1621,1620.15,1620.65,20937,0
2020-06-18T11:44:00+0530,1620.25,1621,1620.25,1621,22191,0
2020-06-18T11:45:00+0530,1620.9,1621,1620.2,1620.4,12712,0
2020-06-18T11:46:00+0530,1620.4,1621,1620.2,1620.95,20069,0
2020-06-18T11:47:00+0530,1620.75,1620.95,1620.2,1620.7,17191,0
2020-06-18T11:48:00+0530,1620.7,1621,1620.65,1621,8836,0
2020-06-18T11:49:00+0530,1621,1621,1620.85,1620.9,18050,0
2020-06-18T11:50:00+0530,1621,1622,1620.9,1621.9,42000,0
2020-06-18T11:51:00+0530,1622,1623,1621.6,1622.95,20019,0
2020-06-18T11:52:00+0530,1622.95,1625.55,1622.9,1624.9,44658,0
2020-06-18T11:53:00+0530,1625.7,1625.9,1624.85,1625.4,23962,0
2020-06-18T11:54:00+0530,1624.9,1625.4,1623.95,1624.35,15738,0
2020-06-18T11:55:00+0530,1623.95,1626.1,1623.75,1625.85,32179,0
2020-06-18T11:56:00+0530,1626,1627,1625.8,1626.9,44275,0
2020-06-18T11:57:00+0530,1625.55,1626.9,1624.5,1625.5,61116,0
2020-06-18T11:58:00+0530,1625.4,1625.9,1624.9,1624.9,40411,0
2020-06-18T11:59:00+0530,1624.9,1625,1624,1624.2,27497,0
2020-06-18T12:00:00+0530,1624,1626.8,1624,1626,47279,0
2020-06-18T12:01:00+0530,1626,1627.95,1625.95,1627.5,72408,0
2020-06-18T12:02:00+0530,1627.2,1628.45,1627,1627.8,25251,0
2020-06-18T12:03:00+0530,1627.8,1628.5,1627,1627.3,35663,0
2020-06-18T12:04:00+0530,1627.05,1627.6,1625.45,1625.5,50431,0
2020-06-18T12:05:00+0530,1625.45,1627,1624.3,1626.5,52855,0
2020-06-18T12:06:00+0530,1626.7,1627.15,1625.2,1626.25,23530,0
2020-06-18T12:07:00+0530,1625.8,1626.9,1625.35,1626,8959,0
2020-06-18T12:08:00+0530,1626,1626,1625.2,1625.6,18484,0
2020-06-18T12:09:00+0530,1625.8,1626.85,1625.5,1625.75,28877,0
2020-06-18T12:10:00+0530,1625.75,1625.85,1624,1624.05,48239,0
2020-06-18T12:11:00+0530,1624.05,1624.7,1623.3,1624,33204,0
2020-06-18T12:12:00+0530,1624,1625,1623.95,1624.65,24096,0
2020-06-18T12:13:00+0530,1624.55,1625.65,1624.05,1624.75,66115,0
2020-06-18T12:14:00+0530,1625.05,1625.25,1624.75,1625.25,5204,0
2020-06-18T12:15:00+0530,1625.2,1625.6,1625.2,1625.25,10697,0
2020-06-18T12:16:00+0530,1625,1625.95,1624.95,1625,33101,0
2020-06-18T12:17:00+0530,1624.95,1625,1624.4,1624.7,8549,0
2020-06-18T12:18:00+0530,1624.55,1624.7,1622.65,1623,49716,0
2020-06-18T12:19:00+0530,1623,1623,1621.6,1622.3,29976,0
2020-06-18T12:20:00+0530,1622.3,1622.5,1621.2,1621.95,33204,0
2020-06-18T12:21:00+0530,1621.95,1622,1621.05,1621.9,15458,0
2020-06-18T12:22:00+0530,1621.9,1623,1621.2,1623,15751,0
2020-06-18T12:23:00+0530,1622.9,1624.55,1622.85,1624.45,11369,0
2020-06-18T12:24:00+0530,1624.55,1625,1623.45,1623.8,14695,0
2020-06-18T12:25:00+0530,1624.5,1625.1,1624.35,1624.5,22799,0
2020-06-18T12:26:00+0530,1624.3,1625.1,1624.25,1625.05,15700,0
2020-06-18T12:27:00+0530,1625.1,1625.55,1625.05,1625.1,15233,0
2020-06-18T12:28:00+0530,1625.35,1626.7,1625.2,1626.4,22433,0
2020-06-18T12:29:00+0530,1626.4,1626.7,1626.35,1626.65,12881,0
2020-06-18T12:30:00+0530,1626.65,1626.65,1625.3,1626.45,16943,0
2020-06-18T12:31:00+0530,1625.8,1626.65,1625.05,1625.6,13995,0
2020-06-18T12:32:00+0530,1625.35,1626.3,1625.2,1625.5,10170,0
2020-06-18T12:33:00+0530,1625.5,1625.5,1625,1625.1,20273,0
2020-06-18T12:34:00+0530,1625.05,1625.8,1625.05,1625.5,6069,0
2020-06-18T12:35:00+0530,1624.95,1625.5,1624.95,1625,20994,0
2020-06-18T12:36:00+0530,1624.85,1625.5,1624.75,1625.4,16521,0
2020-06-18T12:37:00+0530,1625.4,1626.3,1625.2,1626.25,13713,0
2020-06-18T12:38:00+0530,1626.1,1626.5,1626.1,1626.5,11190,0
2020-06-18T12:39:00+0530,1626.5,1626.5,1625.15,1625.95,14041,0
2020-06-18T12:40:00+0530,1625.8,1625.9,1625.1,1625.4,13097,0
2020-06-18T12:41:00+0530,1625.75,1626,1625.3,1625.85,9439,0
2020-06-18T12:42:00+0530,1625.85,1626.45,1625,1626.45,12219,0
2020-06-18T12:43:00+0530,1626.45,1627,1625.85,1626.5,64545,0
2020-06-18T12:44:00+0530,1626.45,1626.95,1626.45,1626.45,15761,0
2020-06-18T12:45:00+0530,1626.5,1627,1626.5,1626.95,14971,0
2020-06-18T12:46:00+0530,1627,1628.85,1626.95,1628.85,41749,0
2020-06-18T12:47:00+0530,1628.85,1631,1628.6,1629.7,104333,0
2020-06-18T12:48:00+0530,1629.6,1630,1628,1629.35,53431,0
2020-06-18T12:49:00+0530,1629.4,1632.95,1629.4,1632.95,152463,0
2020-06-18T12:50:00+0530,1633,1633.9,1632.1,1632.1,130060,0
2020-06-18T12:51:00+0530,1632.2,1633.35,1631.5,1632,60228,0
2020-06-18T12:52:00+0530,1631.9,1632.25,1630,1630,46971,0
2020-06-18T12:53:00+0530,1630.3,1631.9,1630,1631,36695,0
2020-06-18T12:54:00+0530,1631,1632.8,1631,1632.5,23899,0
2020-06-18T12:55:00+0530,1632.9,1637.8,1632.9,1637,232853,0
2020-06-18T12:56:00+0530,1638,1639.5,1636.6,1637.85,163276,0
2020-06-18T12:57:00+0530,1637.1,1637.85,1635.95,1636,105465,0
2020-06-18T12:58:00+0530,1636.6,1639.5,1636.05,1639.3,86897,0
2020-06-18T12:59:00+0530,1639.05,1639.85,1637.8,1639.85,73371,0
2020-06-18T13:00:00+0530,1639.9,1639.9,1637.05,1638,52874,0
2020-06-18T13:01:00+0530,1638,1638,1637.05,1637.9,43960,0
2020-06-18T13:02:00+0530,1637.5,1638.8,1637.5,1638.4,44450,0
2020-06-18T13:03:00+0530,1638.25,1638.65,1636.1,1636.8,65561,0
2020-06-18T13:04:00+0530,1636.8,1637.7,1635.85,1636.55,53380,0
2020-06-18T13:05:00+0530,1636.95,1637.6,1634.25,1635,65627,0
2020-06-18T13:06:00+0530,1634.65,1636,1634.6,1634.7,44797,0
2020-06-18T13:07:00+0530,1634.65,1634.95,1633.6,1633.75,39374,0
2020-06-18T13:08:00+0530,1633.75,1636,1633.55,1635.7,46453,0
2020-06-18T13:09:00+0530,1636,1636,1635,1635.2,18820,0
2020-06-18T13:10:00+0530,1635.15,1635.2,1633.55,1635,28117,0
2020-06-18T13:11:00+0530,1635,1635.4,1634.1,1635.05,13630,0
2020-06-18T13:12:00+0530,1634.8,1635,1634.1,1634.15,30919,0
2020-06-18T13:13:00+0530,1634.35,1635,1634,1634.9,23289,0
2020-06-18T13:14:00+0530,1634.85,1635.4,1633.9,1633.95,48052,0
2020-06-18T13:15:00+0530,1633.95,1635.6,1633.95,1635.25,18985,0
2020-06-18T13:16:00+0530,1635.25,1637.3,1635,1637.3,41663,0
2020-06-18T13:17:00+0530,1637.6,1638.9,1637.35,1638.9,50421,0
