date,open,high,low,close,volume,amount
2020-06-26T11:39:00+0530,2967.6,2967.9,2965,2966.55,6955,0
2020-06-26T11:40:00+0530,2965.05,2968.7,2962,2963.9,10196,0
2020-06-26T11:41:00+0530,2964.1,2965,2961.1,2961.8,12350,0
2020-06-26T11:42:00+0530,2962.9,2967.15,2961.85,2965.8,7244,0
2020-06-26T11:43:00+0530,2965.6,2970,2965.15,2967.4,8015,0
2020-06-26T11:44:00+0530,2967.4,2969,2966.1,2966.95,3743,0
2020-06-26T11:45:00+0530,2966,2968,2964,2966.95,4839,0
2020-06-26T11:46:00+0530,2966.6,2967.85,2965,2967.85,3255,0
2020-06-26T11:47:00+0530,2967.85,2971.45,2966.7,2968.65,14019,0
2020-06-26T11:48:00+0530,2969.9,2972.95,2969,2971.15,8905,0
2020-06-26T11:49:00+0530,2970.1,2972,2968.7,2970.95,5236,0
2020-06-26T11:50:00+0530,2971,2973.85,2969.75,2972.1,10054,0
2020-06-26T11:51:00+0530,2972.15,2973,2968,2971,7491,0
2020-06-26T11:52:00+0530,2970,2971,2965.5,2966.9,5428,0
2020-06-26T11:53:00+0530,2965.7,2966.5,2964.3,2964.65,7328,0
2020-06-26T11:54:00+0530,2964.7,2967,2964.3,2966.95,5856,0
2020-06-26T11:55:00+0530,2966.4,2968.4,2962,2964.2,22398,0
2020-06-26T11:56:00+0530,2963.15,2967.95,2962.05,2967.45,11423,0
2020-06-26T11:57:00+0530,2966.5,2972,2966.45,2969.25,16249,0
2020-06-26T11:58:00+0530,2968.9,2971,2968.4,2969.5,4561,0
2020-06-26T11:59:00+0530,2968.45,2969.5,2968.05,2968.25,3478,0
2020-06-26T12:00:00+0530,2970.95,2973,2968.65,2972,17531,0
2020-06-26T12:01:00+0530,2971.15,2976.05,2970.9,2974,28139,0
2020-06-26T12:02:00+0530,2974,2978.4,2974,2976.3,22638,0
2020-06-26T12:03:00+0530,2976.25,2978,2973,2974.15,17896,0
2020-06-26T12:04:00+0530,2975,2977,2973,2976.1,9474,0
2020-06-26T12:05:00+0530,2976.2,2978,2976.15,2977.5,7206,0
2020-06-26T12:06:00+0530,2977.55,2977.55,2972,2973.85,13818,0
2020-06-26T12:07:00+0530,2974.1,2977,2974.1,2977,5338,0
2020-06-26T12:08:00+0530,2977.1,2983.75,2976.5,2977.8,40930,0
2020-06-26T12:09:00+0530,2978.1,2979.95,2972.25,2974,15131,0
2020-06-26T12:10:00+0530,2975,2978.95,2974,2975.4,9984,0
2020-06-26T12:11:00+0530,2976,2976.95,2974.5,2975.3,8145,0
2020-06-26T12:12:00+0530,2976,2977.7,2975,2976.35,7862,0
2020-06-26T12:13:00+0530,2977.3,2977.35,2975.1,2975.45,7420,0
2020-06-26T12:14:00+0530,2976.25,2981,2975.4,2980.5,8980,0
2020-06-26T12:15:00+0530,2978,2981.95,2977,2980.55,16785,0
2020-06-26T12:16:00+0530,2981.5,2982.4,2977.8,2978.9,24129,0
2020-06-26T12:17:00+0530,2978.9,2979.95,2976.75,2978.4,8980,0
2020-06-26T12:18:00+0530,2978.55,2981.9,2977.35,2979.6,10135,0
2020-06-26T12:19:00+0530,2980.9,2981,2979,2980,5242,0
2020-06-26T12:20:00+0530,2980,2995,2980,2994.35,93331,0
2020-06-26T12:21:00+0530,2995.65,2997.05,2991.8,2994.5,47145,0
2020-06-26T12:22:00+0530,2993.1,2999,2990,2999,45285,0
2020-06-26T12:23:00+0530,2999.4,2999.75,2991.1,2993.2,48428,0
2020-06-26T12:24:00+0530,2992,2993.5,2990,2990.75,20936,0
2020-06-26T12:25:00+0530,2991.35,2992,2985,2985.2,42803,0
2020-06-26T12:26:00+0530,2986.2,2986.2,2978,2978,41836,0
2020-06-26T12:27:00+0530,2978,2986.3,2977,2985.3,30516,0
2020-06-26T12:28:00+0530,2985.75,2986.35,2980.35,2983.55,11848,0
2020-06-26T12:29:00+0530,2984.75,2985,2979,2979,26357,0
2020-06-26T12:30:00+0530,2979,2980.35,2974,2977.85,37799,0
2020-06-26T12:31:00+0530,2976.7,2982.2,2976.6,2980.5,18488,0
2020-06-26T12:32:00+0530,2981.4,2983,2978.2,2980.8,14366,0
2020-06-26T12:33:00+0530,2980.8,2982.5,2978,2979,12662,0
2020-06-26T12:34:00+0530,2979,2982.95,2978.85,2982.2,8572,0
2020-06-26T12:35:00+0530,2982,2982.1,2979,2982,6247,0
2020-06-26T12:36:00+0530,2982,2987.9,2980.9,2985.15,22159,0
2020-06-26T12:37:00+0530,2985.15,2986.45,2983,2985.3,11038,0
2020-06-26T12:38:00+0530,2985.9,2987,2985,2985.2,12749,0
2020-06-26T12:39:00+0530,2985,2986.6,2982.05,2982.35,8139,0
2020-06-26T12:40:00+0530,2982.5,2985.15,2980.3,2985.15,11627,0
2020-06-26T12:41:00+0530,2984,2988.85,2984,2987.7,13855,0
2020-06-26T12:42:00+0530,2986.95,2988,2981.7,2982.05,8831,0
2020-06-26T12:43:00+0530,2982.05,2982.95,2975.55,2976.35,25811,0
2020-06-26T12:44:00+0530,2976.25,2979.6,2970.55,2970.9,42096,0
2020-06-26T12:45:00+0530,2969.95,2970.95,2961.35,2964.45,60876,0
2020-06-26T12:46:00+0530,2965,2971.35,2963.35,2965,30120,0
2020-06-26T12:47:00+0530,2964.35,2967,2963.05,2965.8,25202,0
2020-06-26T12:48:00+0530,2965.1,2969,2963.95,2967.3,23835,0
2020-06-26T12:49:00+0530,2966.05,2968.95,2966,2966,11226,0
2020-06-26T12:50:00+0530,2966.4,2966.6,2961.1,2962.1,26418,0
2020-06-26T12:51:00+0530,2962,2970.85,2961.65,2968.8,16828,0
2020-06-26T12:52:00+0530,2968.45,2969,2966.35,2967.75,10649,0
2020-06-26T12:53:00+0530,2968,2969.25,2964.3,2964.75,13174,0
2020-06-26T12:54:00+0530,2965.9,2967.3,2963.5,2966.95,9245,0
2020-06-26T12:55:00+0530,2966.95,2966.95,2962,2962.6,18215,0
2020-06-26T12:56:00+0530,2962,2967.95,2962,2965.95,13627,0
2020-06-26T12:57:00+0530,2964.6,2967,2963.15,2967,8714,0
2020-06-26T12:58:00+0530,2966.95,2968.75,2964,2965,11231,0
2020-06-26T12:59:00+0530,2966,2967,2962.55,2963.1,14091,0
2020-06-26T13:00:00+0530,2963.1,2967.75,2963.1,2966.65,9165,0
2020-06-26T13:01:00+0530,2966.8,2967.95,2966,2966,7513,0
2020-06-26T13:02:00+0530,2966.05,2967,2963,2963.85,12332,0
2020-06-26T13:03:00+0530,2963.5,2964,2952.1,2952.1,89832,0
2020-06-26T13:04:00+0530,2954.25,2958,2951.9,2957,33601,0
2020-06-26T13:05:00+0530,2958,2959.9,2953.25,2954.5,25568,0
2020-06-26T13:06:00+0530,2954,2958.7,2953,2958.55,20243,0
2020-06-26T13:07:00+0530,2957.65,2959.75,2955.85,2956.6,12402,0
2020-06-26T13:08:00+0530,2956.55,2957,2952,2956.4,26992,0
2020-06-26T13:09:00+0530,2956.7,2957,2953.4,2955.9,12238,0
2020-06-26T13:10:00+0530,2956.5,2958.8,2944.95,2948,117268,0
2020-06-26T13:11:00+0530,2948.55,2953.5,2947.2,2951.9,40268,0
2020-06-26T13:12:00+0530,2951.7,2953.3,2950,2952.8,19053,0
2020-06-26T13:13:00+0530,2951.65,2955,2950.85,2955,18375,0
2020-06-26T13:14:00+0530,2955,2959,2954.25,2958.2,18988,0
2020-06-26T13:15:00+0530,2959,2969,2959,2962.7,55060,0
2020-06-26T13:16:00+0530,2962,2964.9,2961.3,2963.25,16640,0
2020-06-26T13:17:00+0530,2964.75,2965.45,2958.1,2960.05,20949,0
2020-06-26T13:18:00+0530,2960.05,2964.15,2958.2,2962.8,15842,0
2020-06-26T13:19:00+0530,2964,2964.25,2958.45,2959.95,14048,0
2020-06-26T13:20:00+0530,2961.1,2962.8,2960,2962.35,13417,0
2020-06-26T13:21:00+0530,2962.35,2963.45,2960.8,2961.65,10703,0
2020-06-26T13:22:00+0530,2961.35,2962.45,2958.55,2959.05,8000,0
2020-06-26T13:23:00+0530,2959.95,2960,2958,2958.05,37753,0
2020-06-26T13:24:00+0530,2958,2962,2958,2961.9,9323,0
2020-06-26T13:25:00+0530,2963,2963.45,2958,2959.05,18822,0
2020-06-26T13:26:00+0530,2959.4,2960.8,2958.15,2959.55,3948,0
2020-06-26T13:27:00+0530,2959,2961.15,2958,2960.1,8971,0
2020-06-26T13:28:00+0530,2960,2960.1,2953,2954.05,26694,0
2020-06-26T13:29:00+0530,2955,2958.9,2954,2958.6,11053,0
2020-06-26T13:30:00+0530,2958,2958.95,2953,2953,15855,0
2020-06-26T13:31:00+0530,2953.5,2956,2953.2,2954.85,15887,0
2020-06-26T13:32:00+0530,2954.85,2954.85,2950.05,2951,28660,0
2020-06-26T13:33:00+0530,2950.95,2951.8,2945.1,2946.55,46171,0
2020-06-26T13:34:00+0530,2948,2948.2,2942,2943.65,47305,0
2020-06-26T13:35:00+0530,2944.35,2944.35,2935.3,2935.5,88793,0
2020-06-26T13:36:00+0530,2936,2944.85,2932.7,2941.55,63573,0
2020-06-26T13:37:00+0530,2942,2945.35,2940.15,2945,26468,0
2020-06-26T13:38:00+0530,2944.75,2946,2941.25,2942,19530,0
2020-06-26T13:39:00+0530,2942,2944,2938,2939.35,26526,0
2020-06-26T13:40:00+0530,2939.8,2941.15,2935.35,2937,27648,0
2020-06-26T13:41:00+0530,2936.55,2938.9,2933,2933.2,32183,0
2020-06-26T13:42:00+0530,2933.2,2936,2928.35,2936,73668,0
2020-06-26T13:43:00+0530,2934.35,2940.1,2934.25,2939.4,25582,0
2020-06-26T13:44:00+0530,2940,2942.85,2936,2939,19982,0
2020-06-26T13:45:00+0530,2937.8,2941.8,2936.4,2939.8,20033,0
2020-06-26T13:46:00+0530,2938.4,2940.5,2935.5,2940.5,17495,0
2020-06-26T13:47:00+0530,2941,2947,2938.2,2946.4,33123,0
2020-06-26T13:48:00+0530,2946.4,2949,2942,2942,32512,0
2020-06-26T13:49:00+0530,2942,2943.9,2939.2,2942,16666,0
2020-06-26T13:50:00+0530,2942,2942.1,2937.15,2940,18962,0
2020-06-26T13:51:00+0530,2940,2942,2938,2938.9,19398,0
2020-06-26T13:52:00+0530,2938.95,2941.5,2937.5,2939.6,12657,0
2020-06-26T13:53:00+0530,2939.6,2943,2938.15,2938.4,11715,0
2020-06-26T13:54:00+0530,2938.75,2939.95,2936,2936.05,18270,0
2020-06-26T13:55:00+0530,2936.05,2941,2936.05,2936.9,14758,0
2020-06-26T13:56:00+0530,2937.8,2938.1,2921.75,2928.9,103176,0
2020-06-26T13:57:00+0530,2928.9,2928.9,2921.8,2924.35,48938,0
2020-06-26T13:58:00+0530,2923.9,2933.9,2923.15,2927.8,39513,0
2020-06-26T13:59:00+0530,2927.65,2928.8,2925,2926.65,30237,0
2020-06-26T14:00:00+0530,2926.85,2927.2,2919.4,2920,61855,0
2020-06-26T14:01:00+0530,2919.95,2922.1,2915.2,2921.35,70651,0
2020-06-26T14:02:00+0530,2920.2,2924.55,2918.3,2923.25,36190,0
2020-06-26T14:03:00+0530,2924.95,2924.95,2920.2,2922.1,27083,0
2020-06-26T14:04:00+0530,2922.5,2926.15,2922.5,2922.9,31224,0
2020-06-26T14:05:00+0530,2922.7,2928.9,2922.5,2926,42025,0
2020-06-26T14:06:00+0530,2925.55,2930.25,2925.45,2928.8,67885,0
2020-06-26T14:07:00+0530,2929.3,2930,2925,2925,42850,0
2020-06-26T14:08:00+0530,2925.6,2928,2923.6,2926.8,18943,0
2020-06-26T14:09:00+0530,2926.5,2926.95,2920,2920.95,36564,0
2020-06-26T14:10:00+0530,2921,2921,2907,2908.25,111960,0
2020-06-26T14:11:00+0530,2908,2910.7,2905,2908.4,85889,0
2020-06-26T14:12:00+0530,2908.6,2912.5,2907.05,2910.05,43444,0
2020-06-26T14:13:00+0530,2911,2916,2910.05,2912.8,34383,0
2020-06-26T14:14:00+0530,2913.9,2917,2913,2914,25021,0
2020-06-26T14:15:00+0530,2914,2921.95,2914,2917,46751,0
2020-06-26T14:16:00+0530,2917,2919.6,2915.45,2918.3,18940,0
2020-06-26T14:17:00+0530,2918.35,2919.5,2910,2910,37099,0
2020-06-26T14:18:00+0530,2909,2910.9,2905,2906.25,52181,0
2020-06-26T14:19:00+0530,2906.6,2913.3,2906,2911,27594,0
2020-06-26T14:20:00+0530,2911.55,2916,2910.85,2915.7,23883,0
2020-06-26T14:21:00+0530,2915.25,2922.55,2915.1,2921,56296,0
2020-06-26T14:22:00+0530,2921.6,2929.55,2921.1,2922.85,67099,0
2020-06-26T14:23:00+0530,2923.2,2924,2917.65,2918.8,27672,0
2020-06-26T14:24:00+0530,2918.45,2923,2918.25,2922.5,33227,0
2020-06-26T14:25:00+0530,2922.5,2925,2919.85,2920,43219,0
2020-06-26T14:26:00+0530,2919.95,2920,2915,2917.6,43626,0
2020-06-26T14:27:00+0530,2917.65,2924,2916.9,2921.3,16365,0
2020-06-26T14:28:00+0530,2920.4,2923.9,2919.3,2921.5,16724,0
2020-06-26T14:29:00+0530,2921,2923,2917,2922.95,19461,0
2020-06-26T14:30:00+0530,2922.85,2928.7,2922.85,2926.55,42446,0
2020-06-26T14:31:00+0530,2926.05,2933.75,2925.2,2929.2,89390,0
2020-06-26T14:32:00+0530,2929.85,2930,2922,2922,42841,0
2020-06-26T14:33:00+0530,2922.65,2922.7,2916.5,2917.05,41462,0
2020-06-26T14:34:00+0530,2917.25,2917.25,2905,2915.1,94910,0
2020-06-26T14:35:00+0530,2915,2915.95,2901.65,2908.1,73518,0
2020-06-26T14:36:00+0530,2907.2,2909,2890,2891.3,145957,0
2020-06-26T14:37:00+0530,2891.3,2896.8,2885.8,2894.4,112135,0
2020-06-26T14:38:00+0530,2893,2894,2887.15,2889.15,56235,0
2020-06-26T14:39:00+0530,2888.05,2888.05,2877.35,2877.35,118744,0
2020-06-26T14:40:00+0530,2878.9,2886,2876.75,2885.1,94427,0
2020-06-26T14:41:00+0530,2885.75,2890,2883.9,2890,48735,0
2020-06-26T14:42:00+0530,2889,2890,2883,2883.15,43111,0
2020-06-26T14:43:00+0530,2883.35,2886.25,2878,2884.2,57210,0
2020-06-26T14:44:00+0530,2884.35,2890,2883.35,2890,34368,0
2020-06-26T14:45:00+0530,2892.65,2898,2887.35,2887.35,75083,0
2020-06-26T14:46:00+0530,2888.1,2892,2886,2887,32946,0
2020-06-26T14:47:00+0530,2887,2889,2885.1,2887,24600,0
2020-06-26T14:48:00+0530,2886.7,2893.2,2886.1,2892.55,26051,0
2020-06-26T14:49:00+0530,2892.45,2892.55,2885,2887.15,24524,0
2020-06-26T14:50:00+0530,2887.2,2889.4,2886.1,2889.4,21073,0
2020-06-26T14:51:00+0530,2889,2891.9,2887.65,2888.5,19537,0
2020-06-26T14:52:00+0530,2888.75,2889,2883.7,2887.8,30546,0
2020-06-26T14:53:00+0530,2887.55,2887.55,2885,2887.15,16912,0
2020-06-26T14:54:00+0530,2886.9,2888,2885.6,2888,33479,0
2020-06-26T14:55:00+0530,2887.9,2890,2886,2886.9,24778,0
2020-06-26T14:56:00+0530,2886.9,2886.9,2878,2879.8,66803,0
2020-06-26T14:57:00+0530,2878.85,2879.85,2872.45,2877,71523,0
2020-06-26T14:58:00+0530,2877,2880,2875.15,2876,33863,0
2020-06-26T14:59:00+0530,2876.4,2887,2873,2885.7,57145,0
2020-06-26T15:00:00+0530,2885,2898,2883.9,2895.6,89377,0
2020-06-26T15:01:00+0530,2896,2911.85,2895.05,2901.5,138002,0
2020-06-26T15:02:00+0530,2902,2909.2,2897.35,2907.85,62364,0
2020-06-26T15:03:00+0530,2907.8,2914.1,2904.05,2907.8,73201,0
2020-06-26T15:04:00+0530,2906.1,2911.45,2905,2909,40639,0
2020-06-26T15:05:00+0530,2909,2917.65,2906.55,2916.3,57890,0
2020-06-26T15:06:00+0530,2917.55,2918.45,2910,2911.65,44239,0
2020-06-26T15:07:00+0530,2910.8,2911.5,2897.25,2897.25,73558,0
2020-06-26T15:08:00+0530,2897.5,2899.15,2892.2,2894.2,57502,0
2020-06-26T15:09:00+0530,2894.1,2903.3,2892,2901,40311,0
2020-06-26T15:10:00+0530,2900.45,2903.55,2890.7,2891.25,78276,0
2020-06-26T15:11:00+0530,2892.65,2896.9,2891.05,2893.7,32326,0
2020-06-26T15:12:00+0530,2892.4,2896,2890.1,2896,41207,0
2020-06-26T15:13:00+0530,2896,2896.6,2893.6,2896,24298,0
2020-06-26T15:14:00+0530,2896,2900,2895.45,2897.4,23301,0
2020-06-26T15:15:00+0530,2897.65,2904.7,2897.65,2903.8,41143,0
