date,open,high,low,close,volume,amount
2020-06-26T15:16:00+0530,2903,2905,2899.25,2902.6,94915,0
2020-06-26T15:17:00+0530,2901,2905,2900,2902.55,47110,0
2020-06-26T15:18:00+0530,2903.4,2906,2901.3,2903.35,41554,0
2020-06-26T15:19:00+0530,2903.65,2909,2902.6,2908.65,31252,0
2020-06-26T15:20:00+0530,2908.7,2909.45,2903,2905.2,41442,0
2020-06-26T15:21:00+0530,2906.3,2917.15,2902.3,2904.4,112199,0
2020-06-26T15:22:00+0530,2906.35,2912,2902.8,2908.75,26042,0
2020-06-26T15:23:00+0530,2909.25,2913.65,2908,2911.1,12860,0
2020-06-26T15:24:00+0530,2911.8,2914.95,2910.15,2913.5,14382,0
2020-06-26T15:25:00+0530,2913.45,2913.8,2910,2910.4,17571,0
2020-06-26T15:26:00+0530,2911,2911,2906.1,2908,19274,0
2020-06-26T15:27:00+0530,2908,2910.95,2908,2910,22344,0
2020-06-26T15:28:00+0530,2910,2912.9,2909.6,2912,24717,0
2020-06-26T15:29:00+0530,2911.6,2914,2910,2912.55,28961,0
