Datetime,1min,2min,5min,1min%,2min%,5min%,Trend
2020-06-26 14:50:00+05:30,0.711724748,-1.097068841,-3.185228334,72.68814455,-30.57020725,-6.593577509,0
2020-06-26 14:51:00+05:30,0.878613571,,,23.44850638,0,0,0
2020-06-26 14:52:00+05:30,0.964346407,-0.732502958,,9.757740962,-33.23090312,0,0
2020-06-26 14:53:00+05:30,0.995710929,,,3.252412371,0,0,0
2020-06-26 14:54:00+05:30,1.084811334,-0.367102666,,8.948420879,-49.8837975,0,0
2020-06-26 14:55:00+05:30,1.078511732,,-3.18472553,-0.580709442,0,-0.0157855,0
2020-06-26 14:56:00+05:30,0.627383361,-0.595451984,,-41.82878666,62.20312198,0,0
2020-06-26 14:57:00+05:30,0.19407985,,,-69.06519016,0,0,0
2020-06-26 14:58:00+05:30,-0.090907451,-0.448721318,,-146.8402314,-24.64189721,0,0
2020-06-26 14:59:00+05:30,0.415062681,,,-556.5771878,0,0,0
2020-06-26 15:00:00+05:30,1.402083339,0.899652451,-1.380100074,237.8003858,-300.4924692,-56.66502305,0
2020-06-26 15:01:00+05:30,2.380409606,,,69.77661311,0,0,0
2020-06-26 15:02:00+05:30,3.325293432,2.39079455,,39.69416957,165.746461,0,0
2020-06-26 15:03:00+05:30,3.783671746,,,13.78459749,0,0,0
2020-06-26 15:04:00+05:30,3.98423721,3.603815231,,5.30081564,50.73713592,0,0
2020-06-26 15:05:00+05:30,4.392903467,,-0.03840922,10.25707646,0,-97.21692502,0
2020-06-26 15:06:00+05:30,4.137946911,3.739487351,,-5.803827877,3.764680242,0,0
2020-06-26 15:07:00+05:30,2.848756236,,,-31.15532178,0,0,0
2020-06-26 15:08:00+05:30,1.69674675,3.270416906,,-40.43903342,-12.54370989,0,0
2020-06-26 15:09:00+05:30,1.315846775,,,-22.44884067,0,0,0
2020-06-26 15:10:00+05:30,0.379049293,2.549526514,0.372347171,-71.19350823,-22.04276742,-1069.421335,0
2020-06-26 15:11:00+05:30,-0.079353937,,,-120.9349914,0,0,0
2020-06-26 15:12:00+05:30,-0.223270449,2.254802428,,181.360267,-11.55995375,0,0
2020-06-26 15:13:00+05:30,-0.308800186,,,38.30768335,0,0,0
2020-06-26 15:14:00+05:30,-0.263202065,2.306105888,,-14.76622188,2.275297364,0,0
2020-06-26 15:15:00+05:30,0.181882337,,1.359772003,-169.1036892,0,265.1892932,0
2020-06-26 15:16:00+05:30,0.36859615,2.398825849,,102.6563742,4.020628948,0,0
2020-06-26 15:17:00+05:30,0.456130644,,,23.74807611,0,0,0
2020-06-26 15:18:00+05:30,0.53011816,2.59971254,,16.22068528,8.374375776,0,0
2020-06-26 15:19:00+05:30,0.877707386,,,65.56825475,0,0,0
2020-06-26 15:20:00+05:30,0.81815863,2.556783263,2.339796899,-6.784579575,-1.651308595,72.07273673,0
2020-06-26 15:21:00+05:30,0.673797379,,,-17.64465299,0,0,0
2020-06-26 15:22:00+05:30,0.810970202,2.761104583,,20.35817115,7.991342968,0,0
2020-06-26 15:23:00+05:30,0.987928611,,,21.82058083,0,0,0
2020-06-26 15:24:00+05:30,1.181486595,2.905559051,,19.59230476,5.231763735,0,0
2020-06-26 15:25:00+05:30,1.021612244,,3.105313871,-13.53162628,0,32.71724019,0
2020-06-26 15:26:00+05:30,0.690938135,2.68080236,,-32.36786868,-7.735402606,0,0
2020-06-26 15:27:00+05:30,0.549767461,,,-20.43173857,0,0,0
2020-06-26 15:28:00+05:30,0.533521239,2.627568252,,-2.955107971,-1.985752822,0,0
2020-06-26 15:29:00+05:30,0.502675282,,,-5.781580091,0,0,0
